_id,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId
{'$oid': '601443310a720f05f80000c6'},25.0,COMPLETE_NONPARTNER_RECEIPT,{'$date': 1611940657000},{'$date': 1611940657000},{'$date': 1611940658000},{'$date': 1611940658000},{'$date': 1611940658000},25.0,{'$date': 1611273600000},1.0,FINISHED,10.0,601442ce67804a1228b1dc41
{'$oid': '60145a510a7214ad50000086'},5.0,All-receipts receipt bonus,{'$date': 1611946577000},{'$date': 1611946577000},,{'$date': 1611946582000},,5.0,{'$date': 1611878400000},1.0,REJECTED,10.0,60145a5167804a1228b20ddd
{'$oid': '60145a960a7214ad50000095'},5.0,All-receipts receipt bonus,{'$date': 1611946645000},{'$date': 1611946645000},{'$date': 1611946651000},{'$date': 1611946651000},{'$date': 1611946646000},5.0,{'$date': 1611860245000},2.0,FINISHED,1.0,60145a3c84231211ce796c5d
{'$oid': '601465f40a720f05f8000137'},,,{'$date': 1611949556000},{'$date': 1611949556000},{'$date': 1611949557000},{'$date': 1611949557000},{'$date': 1611949557000},100.0,{'$date': 1611273600000},1.0,FINISHED,10.0,6014658e67804a1228b20ef4
{'$oid': '60145a830a7214ad5000008f'},150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611946627000},{'$date': 1611946627000},{'$date': 1611946628000},{'$date': 1611946633000},{'$date': 1611946627000},3250.0,{'$date': 1611860227000},2.0,FINISHED,11.0,60145a3c84231211ce796c5d
{'$oid': '601432400a7214ad50000043'},25.0,COMPLETE_NONPARTNER_RECEIPT,{'$date': 1611936320000},{'$date': 1611936320000},{'$date': 1611936322000},{'$date': 1611936326000},{'$date': 1611936322000},35.0,{'$date': 1611849920000},1.0,FINISHED,1.0,6014319173c60b3ca7f3bf01
{'$oid': '601442570a7214ad5000004b'},5.0,All-receipts receipt bonus,{'$date': 1611940439000},{'$date': 1611940439000},{'$date': 1611940441000},{'$date': 1611940441000},{'$date': 1611940441000},5.0,{'$date': 1611854039000},1.0,FINISHED,1.0,54943462e4b07e684157a532
{'$oid': '601455a80a720f05f8000107'},5.0,All-receipts receipt bonus,{'$date': 1611945384000},{'$date': 1611945384000},{'$date': 1611945390000},{'$date': 1611945390000},{'$date': 1611945385000},5.0,{'$date': 1611858984000},2.0,FINISHED,1.0,6014554a67804a1228b20ca9
{'$oid': '601455820a720f05f80000fb'},5.0,All-receipts receipt bonus,{'$date': 1611945346000},{'$date': 1611945346000},,{'$date': 1611945352000},,5.0,{'$date': 1611878400000},1.0,REJECTED,10.0,6014558284231211ce796b88
{'$oid': '6014323b0a720f05f80000b2'},5.0,All-receipts receipt bonus,{'$date': 1611936315000},{'$date': 1611936315000},{'$date': 1611936319000},{'$date': 1611936323000},{'$date': 1611936317000},5.0,{'$date': 1611849915000},2.0,FINISHED,11.0,54943462e4b07e684157a532
{'$oid': '601442710a720f05f80000bb'},5.0,All-receipts receipt bonus,{'$date': 1611940465000},{'$date': 1611940465000},{'$date': 1611940465000},{'$date': 1611940465000},{'$date': 1611940465000},5.0,{'$date': 1611468000000},5.0,FINISHED,25.0,601441a984231211ce792603
{'$oid': '6014435e0a720f05f80000d1'},5.0,All-receipts receipt bonus,{'$date': 1611940702000},{'$date': 1611940702000},{'$date': 1611940702000},{'$date': 1611940707000},{'$date': 1611940702000},5.0,{'$date': 1611878400000},1.0,FINISHED,28.0,6014435467804a1228b1dcaf
{'$oid': '60144adf0a720f05f80000ef'},250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611942623000},{'$date': 1611942623000},{'$date': 1611942624000},{'$date': 1611942624000},{'$date': 1611942624000},250.0,{'$date': 1611856223000},1.0,FINISHED,10.0,6014499c67804a1228b1f5b0
{'$oid': '601455900a720f05f8000102'},5.0,All-receipts receipt bonus,{'$date': 1611945360000},{'$date': 1611945360000},{'$date': 1611945361000},{'$date': 1611945366000},{'$date': 1611945361000},5.0,{'$date': 1611878400000},5.0,FINISHED,21.0,6014558767804a1228b20d00
{'$oid': '601448fe0a720f05f80000df'},45.0,COMPLETE_PARTNER_RECEIPT,{'$date': 1611942142000},{'$date': 1611942142000},{'$date': 1611942143000},{'$date': 1611942143000},{'$date': 1611942143000},50.0,{'$date': 1611855742000},1.0,FINISHED,1.0,6014485b84231211ce793d79
{'$oid': '601487e20a7214ad5000010d'},,,{'$date': 1611958242803},{'$date': 1611958242803},,{'$date': 1611958242803},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60146fbd0a7214ad500000ba'},5.0,All-receipts receipt bonus,{'$date': 1611952061000},{'$date': 1611952061000},{'$date': 1611952062000},{'$date': 1611952062000},{'$date': 1611952062000},5.0,{'$date': 1611640800000},5.0,FINISHED,49.95,60146f2ac8b50e11d8452661
{'$oid': '601510460a7214ad5000014a'},,,{'$date': 1611993158648},{'$date': 1611993158648},,{'$date': 1611993158648},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60157c190a720f05f80001eb'},,,{'$date': 1612020761127},{'$date': 1612020761127},,{'$date': 1612020761127},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6014aa550a720f05f800019b'},,,{'$date': 1611967061234},{'$date': 1611967061234},,{'$date': 1611967061234},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60155a1b0a7214ad50000170'},,,{'$date': 1612012059113},{'$date': 1612012059113},,{'$date': 1612012059113},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6015010b0a7214ad50000143'},,,{'$date': 1611989259335},{'$date': 1611989259335},,{'$date': 1611989259335},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6015556b0a720f05f80001db'},,,{'$date': 1612010859315},{'$date': 1612010859315},,{'$date': 1612010859315},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6015048f0a720f05f80001bf'},,,{'$date': 1611990159687},{'$date': 1611990159687},,{'$date': 1611990159687},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601581f40a7214ad50000181'},,,{'$date': 1612022260057},{'$date': 1612022260057},,{'$date': 1612022260057},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6014a4760a7214ad50000116'},,,{'$date': 1611965558818},{'$date': 1611965558818},,{'$date': 1611965558818},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6015a06b0a7214ad5000018d'},,,{'$date': 1612030059759},{'$date': 1612030059759},,{'$date': 1612030059759},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6015d9d80a720f05f8000219'},,,{'$date': 1612044760797},{'$date': 1612044760797},,{'$date': 1612044760797},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6014e99b0a7214ad50000137'},,,{'$date': 1611983259747},{'$date': 1611983259747},,{'$date': 1611983259747},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6014dde60a7214ad50000132'},,,{'$date': 1611980262100},{'$date': 1611980262100},,{'$date': 1611980262100},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6015f2730a720f05f8000224'},,,{'$date': 1612051059692},{'$date': 1612051059692},,{'$date': 1612051059692},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6015c13b0a720f05f800020e'},,,{'$date': 1612038459329},{'$date': 1612038459329},,{'$date': 1612038459329},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6015d8ab0a720f05f8000218'},,,{'$date': 1612044459165},{'$date': 1612044459165},,{'$date': 1612044459165},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6015a2c30a7214ad5000018e'},,,{'$date': 1612030659282},{'$date': 1612030659282},,{'$date': 1612030659282},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6015268a0a7214ad50000155'},,,{'$date': 1611998858821},{'$date': 1611998858821},,{'$date': 1611998858821},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6014f5520a720f05f80001ba'},,,{'$date': 1611986258081},{'$date': 1611986258081},,{'$date': 1611986258081},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60150cc40a720f05f80001c3'},,,{'$date': 1611992260084},{'$date': 1611992260084},,{'$date': 1611992260084},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6015d0780a720f05f8000214'},,,{'$date': 1612042360359},{'$date': 1612042360359},,{'$date': 1612042360359},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6014d3560a720f05f80001ad'},,,{'$date': 1611977558904},{'$date': 1611977558904},,{'$date': 1611977558904},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6014cfd30a7214ad5000012b'},,,{'$date': 1611976659855},{'$date': 1611976659855},,{'$date': 1611976659855},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6015938d0a720f05f80001f6'},,,{'$date': 1612026765453},{'$date': 1612026765453},,{'$date': 1612026765453},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601542ab0a720f05f80001d5'},,,{'$date': 1612006059173},{'$date': 1612006059173},,{'$date': 1612006059173},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601561230a7214ad50000173'},,,{'$date': 1612013859892},{'$date': 1612013859892},,{'$date': 1612013859892},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601551e70a7214ad5000016c'},,,{'$date': 1612009959599},{'$date': 1612009959599},,{'$date': 1612009959599},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6015970b0a7214ad50000189'},,,{'$date': 1612027659236},{'$date': 1612027659236},,{'$date': 1612027659236},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6015ca9c0a7214ad5000019c'},,,{'$date': 1612040860695},{'$date': 1612040860695},,{'$date': 1612040860695},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6015637b0a7214ad50000175'},,,{'$date': 1612014459244},{'$date': 1612014459244},,{'$date': 1612014459244},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6016560f0a7214ad500001dd'},,,{'$date': 1612076559108},{'$date': 1612076559108},,{'$date': 1612076559108},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60171af00a7214ad50000229'},,,{'$date': 1612126960453},{'$date': 1612126960453},,{'$date': 1612126960453},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601687480a720f05f800025b'},,,{'$date': 1612089160176},{'$date': 1612089160176},,{'$date': 1612089160176},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6016acc60a720f05f800026e'},,,{'$date': 1612098758889},{'$date': 1612098758889},,{'$date': 1612098758889},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60161ca50a7214ad500001be'},,,{'$date': 1612061861027},{'$date': 1612061861027},,{'$date': 1612061861027},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6017082f0a720f05f800029b'},,,{'$date': 1612122159098},{'$date': 1612122159098},,{'$date': 1612122159098},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60170e0c0a7214ad50000223'},,,{'$date': 1612123660789},{'$date': 1612123660789},,{'$date': 1612123660789},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6016366a0a720f05f800023a'},,,{'$date': 1612068458552},{'$date': 1612068458552},,{'$date': 1612068458552},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601602db0a7214ad500001b3'},,,{'$date': 1612055259603},{'$date': 1612055259603},,{'$date': 1612055259603},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60173a940a7214ad50000235'},,,{'$date': 1612135060250},{'$date': 1612135060250},,{'$date': 1612135060250},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6016d94f0a720f05f8000284'},,,{'$date': 1612110159390},{'$date': 1612110159390},,{'$date': 1612110159390},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60169a070a720f05f8000264'},,,{'$date': 1612093959253},{'$date': 1612093959253},,{'$date': 1612093959253},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6016e0570a720f05f8000289'},,,{'$date': 1612111959295},{'$date': 1612111959295},,{'$date': 1612111959295},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601604070a7214ad500001b4'},,,{'$date': 1612055559642},{'$date': 1612055559642},,{'$date': 1612055559642},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6017037e0a7214ad5000021f'},,,{'$date': 1612120958655},{'$date': 1612120958655},,{'$date': 1612120958655},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60172b590a720f05f80002a9'},,,{'$date': 1612131161209},{'$date': 1612131161209},,{'$date': 1612131161209},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6016dba70a720f05f8000285'},,,{'$date': 1612110759350},{'$date': 1612110759350},,{'$date': 1612110759350},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6017419a0a7214ad50000239'},,,{'$date': 1612136858624},{'$date': 1612136858624},,{'$date': 1612136858624},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601620270a7214ad500001c1'},,,{'$date': 1612062759608},{'$date': 1612062759608},,{'$date': 1612062759608},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6016780d0a720f05f8000255'},,,{'$date': 1612085261327},{'$date': 1612085261327},,{'$date': 1612085261327},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601617f20a720f05f8000232'},,,{'$date': 1612060658922},{'$date': 1612060658922},,{'$date': 1612060658922},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6016df2c0a720f05f8000288'},,,{'$date': 1612111660316},{'$date': 1612111660316},,{'$date': 1612111660316},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601729000a720f05f80002a8'},,,{'$date': 1612130560263},{'$date': 1612130560263},,{'$date': 1612130560263},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601675b30a720f05f8000254'},,,{'$date': 1612084659142},{'$date': 1612084659142},,{'$date': 1612084659142},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60166d7e0a7214ad500001e9'},,,{'$date': 1612082558837},{'$date': 1612082558837},,{'$date': 1612082558837},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601711900a720f05f800029f'},,,{'$date': 1612124560099},{'$date': 1612124560099},,{'$date': 1612124560099},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601721f90a720f05f80002a6'},,,{'$date': 1612128761008},{'$date': 1612128761008},,{'$date': 1612128761008},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601697af0a720f05f8000263'},,,{'$date': 1612093359070},{'$date': 1612093359070},,{'$date': 1612093359070},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6016bad70a7214ad50000205'},,,{'$date': 1612102359195},{'$date': 1612102359195},,{'$date': 1612102359195},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60170bb30a720f05f800029d'},,,{'$date': 1612123059124},{'$date': 1612123059124},,{'$date': 1612123059124},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601836c70a720f05f8000364'},5.0,All-receipts receipt bonus,{'$date': 1612199623000},{'$date': 1612199623000},{'$date': 1612199624000},{'$date': 1612199628000},{'$date': 1612199624000},5.0,{'$date': 1612137600000},2.0,FINISHED,23.0,601836c2c8b50e11d8454b58
{'$oid': '6017707d0a720f05f80002c7'},,,{'$date': 1612148861083},{'$date': 1612148861083},,{'$date': 1612148861083},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601485340a720f05f8000167'},,,{'$date': 1611957556000},{'$date': 1611957556000},{'$date': 1611957556000},{'$date': 1612200662000},{'$date': 1611957556000},209.9,{'$date': 1611878400000},1.0,FINISHED,20.99,60147d2ac8b50e11d8453f53
{'$oid': '601830cd0a720f05f800034f'},,,{'$date': 1612198093000},{'$date': 1612198093000},,{'$date': 1612198093000},,,,0.0,FLAGGED,0.0,601830cdc8b50e11d8454a6f
{'$oid': '601485370a720f05f8000172'},,,{'$date': 1611957559000},{'$date': 1611957559000},{'$date': 1611957559000},{'$date': 1612200665000},{'$date': 1611957559000},209.8,{'$date': 1611878400000},1.0,FINISHED,20.98,60147d2ac8b50e11d8453f53
{'$oid': '60182f290a720f05f800032f'},500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1612197673000},{'$date': 1612197673000},{'$date': 1612197673000},{'$date': 1612197673000},{'$date': 1612197673000},500.0,{'$date': 1614616873000},1.0,FINISHED,1.0,60182f1dc8b50e11d84548c4
{'$oid': '601868260a720f05f400000e'},,,{'$date': 1612212262661},{'$date': 1612212262661},,{'$date': 1612212262661},,,,,SUBMITTED,,60186237c8b50e11d8454d5f
{'$oid': '6017e6d70a7214ad5000027f'},,,{'$date': 1612179159545},{'$date': 1612179159545},,{'$date': 1612179159545},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601795fa0a7214ad5000025b'},,,{'$date': 1612158458755},{'$date': 1612158458755},,{'$date': 1612158458755},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601890c70a7214ad28000028'},25.0,COMPLETE_NONPARTNER_RECEIPT,{'$date': 1612222663000},{'$date': 1612222663000},,{'$date': 1612222663000},,25.0,{'$date': 1612136263000},1.0,FLAGGED,1.0,601890689a1b091205b61c87
{'$oid': '60183c850a7214ad50000308'},250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1612201093000},{'$date': 1612201093000},{'$date': 1612201094000},{'$date': 1612201098000},{'$date': 1612201094000},250.0,{'$date': 1612137600000},3.0,FINISHED,27.0,60183c839a1b091205b61aca
{'$oid': '601830ce0a7214ad500002df'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1612198094000},{'$date': 1612198094000},{'$date': 1612198095000},{'$date': 1612198099000},{'$date': 1612198095000},750.0,{'$date': 1612137600000},5.0,FINISHED,28.0,601830ce9a1b091205b618e8
{'$oid': '60182f370a720f05f8000335'},5.0,All-receipts receipt bonus,{'$date': 1612197687000},{'$date': 1612197687000},{'$date': 1612197693000},{'$date': 1612197693000},{'$date': 1612197687000},5.0,{'$date': 1612111287000},2.0,FINISHED,1.0,60182f1dc8b50e11d84548c4
{'$oid': '60179e2e0a7214ad50000260'},,,{'$date': 1612160558932},{'$date': 1612160558932},,{'$date': 1612160558932},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60175dba0a720f05f80002bf'},,,{'$date': 1612144058723},{'$date': 1612144058723},,{'$date': 1612144058723},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60182d8c0a720f05f8000318'},250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1612197260000},{'$date': 1612197260000},,{'$date': 1612197260000},,250.0,{'$date': 1612110860000},1.0,FLAGGED,1.0,60182d6dc8b50e11d84547b2
{'$oid': '601747780a7214ad5000023b'},,,{'$date': 1612138360376},{'$date': 1612138360376},,{'$date': 1612138360376},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60182f390a7214ad500002b8'},,,{'$date': 1612197689000},{'$date': 1612197689000},,{'$date': 1612197690000},,,,0.0,REJECTED,0.0,60182f1dc8b50e11d84548c4
{'$oid': '6018643e0a7214ad28000002'},,,{'$date': 1612211262000},{'$date': 1612211262000},,{'$date': 1612211262000},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601830d30a7214ad500002e1'},5.0,All-receipts receipt bonus,{'$date': 1612198099000},{'$date': 1612198099000},{'$date': 1612198099000},{'$date': 1612198104000},{'$date': 1612198099000},5.0,{'$date': 1612137600000},4.0,FINISHED,29.0,601830ce9a1b091205b618e8
{'$oid': '6018369f0a7214ad500002f1'},150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1612199583000},{'$date': 1612199583000},,{'$date': 1612199584000},,150.0,{'$date': 1612113183000},1.0,FLAGGED,1.0,601836829a1b091205b6194d
{'$oid': '601830a70a7214ad500002d3'},,,{'$date': 1612198055000},{'$date': 1612198055000},,{'$date': 1612198055000},,,{'$date': 1509321600000},3.0,REJECTED,3.0,60183090c8b50e11d84549c0
{'$oid': '6018682c0a720f05f4000011'},,,{'$date': 1612212268843},{'$date': 1612212268843},,{'$date': 1612212268843},,,,,SUBMITTED,,60186237c8b50e11d8454d5f
{'$oid': '60182f610a720f05f800033e'},25.0,COMPLETE_NONPARTNER_RECEIPT,{'$date': 1612197729000},{'$date': 1612197729000},{'$date': 1612197730000},{'$date': 1612197734000},{'$date': 1612197730000},35.0,{'$date': 1612111329000},1.0,FINISHED,1.0,60182f1dc8b50e11d84548c4
{'$oid': '601890b80a7214ad28000020'},5.0,All-receipts receipt bonus,{'$date': 1612222648000},{'$date': 1612222648000},{'$date': 1612222648000},{'$date': 1612222653000},{'$date': 1612222648000},5.0,{'$date': 1612137600000},4.0,FINISHED,25.0,601890b2c8b50e11d8454e82
{'$oid': '601485370a720f05f8000175'},,,{'$date': 1611957559000},{'$date': 1611957559000},{'$date': 1611957560000},{'$date': 1612201629000},{'$date': 1611957560000},210.0,{'$date': 1611878400000},1.0,FINISHED,21.0,60147d2ac8b50e11d8453f53
{'$oid': '6017ab130a720f05f80002e0'},,,{'$date': 1612163859660},{'$date': 1612163859660},,{'$date': 1612163859660},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601890d50a720f05f4000057'},25.0,COMPLETE_NONPARTNER_RECEIPT,{'$date': 1612222677000},{'$date': 1612222677000},{'$date': 1612222678000},{'$date': 1612222678000},{'$date': 1612222678000},25.0,{'$date': 1611532800000},1.0,FINISHED,10.0,601890689a1b091205b61c87
{'$oid': '6014853a0a7214ad50000106'},,,{'$date': 1611957562000},{'$date': 1611957562000},{'$date': 1611957563000},{'$date': 1612201634000},{'$date': 1611957563000},209.5,{'$date': 1611878400000},1.0,FINISHED,20.95,60147d2ac8b50e11d8453f53
